gig_title,about_the_gig,about_me,reviews,stars,caption,description,package,cost,delivery_timeline_days,revisions,included,gig_title,about_gig,about_me
18,18,18,0,0.0,The Quick Cleanup,"1 simple Python script for a single task (e.g., cleaning 1 type of CSV or basic math logic)",Basic,20,1,1,"Test script
Task automation",I will automate your messy excel data and file tasks with python,"IMPORTANT: PLEASE MESSAGE ME BEFORE PLACING AN ORDER! ️

Stop doing repetitive computer tasks by hand. If you spend hours copying, pasting, cleaning spreadsheets, or renaming files, I will build a custom Python script to do it in seconds.
I specialise in predictable, logic-based automations that run directly on your machine. You do not need to be a programmer. Every delivery includes a custom, step-by-step ""ReadMe"" guide showing you exactly how to run your new tool.

What I Can Automate For You:

Data Extraction: Pull keywords, paragraphs, or data from Word, PDF, PPTX, or text files.
Spreadsheet Cleaning: Format messy CSV/Excel files, remove duplicates, or apply logic.
File Management: Bulk rename, organise, or move thousands of files based on your rules.
Basic API Pulls: Fetch structured web data and save it cleanly to Excel.

What I DO NOT Do:

Complex web scraping (bypassing captchas, private logins).
Building full-stack web applications or GUIs.

My Promise: Clean code, clear instructions, and a script that actually works. Let's get your time back!
Programming language
Python
Expertise
Debugging
Databases
Testing procedures","From
Uzbekistan
Member since
Nov 2023
Avg. response time
1 hour
Last delivery
5 days
Languages
English, Uzbek, Russian, Italian
Multilingual expert: native Uzbek and Russian speaker, English (IELTS 8.0/C1), Italian (C1). Law student with think-tank and human rights organisation experience. I offer Uzbek↔English, Uzbek↔Russian, and Italian↔English translations with cultural and contextual accuracy and natural tone."
18,18,18,0,0.0,The Folder Processor,"A robust script that can handle multiple files, different file types, and more complex rules.",Standard,40,2,0,"Test script
Task automation",I will automate your messy excel data and file tasks with python,"IMPORTANT: PLEASE MESSAGE ME BEFORE PLACING AN ORDER! ️

Stop doing repetitive computer tasks by hand. If you spend hours copying, pasting, cleaning spreadsheets, or renaming files, I will build a custom Python script to do it in seconds.
I specialise in predictable, logic-based automations that run directly on your machine. You do not need to be a programmer. Every delivery includes a custom, step-by-step ""ReadMe"" guide showing you exactly how to run your new tool.

What I Can Automate For You:

Data Extraction: Pull keywords, paragraphs, or data from Word, PDF, PPTX, or text files.
Spreadsheet Cleaning: Format messy CSV/Excel files, remove duplicates, or apply logic.
File Management: Bulk rename, organise, or move thousands of files based on your rules.
Basic API Pulls: Fetch structured web data and save it cleanly to Excel.

What I DO NOT Do:

Complex web scraping (bypassing captchas, private logins).
Building full-stack web applications or GUIs.

My Promise: Clean code, clear instructions, and a script that actually works. Let's get your time back!
Programming language
Python
Expertise
Debugging
Databases
Testing procedures","From
Uzbekistan
Member since
Nov 2023
Avg. response time
1 hour
Last delivery
5 days
Languages
English, Uzbek, Russian, Italian
Multilingual expert: native Uzbek and Russian speaker, English (IELTS 8.0/C1), Italian (C1). Law student with think-tank and human rights organisation experience. I offer Uzbek↔English, Uzbek↔Russian, and Italian↔English translations with cultural and contextual accuracy and natural tone."
18,18,18,0,0.0,The Heavy-Duty Pipeline,"A complex script that acts like a digital employee, handling multiple datasets.",Premium,50,4,0,"Test script
Task automation",I will automate your messy excel data and file tasks with python,"IMPORTANT: PLEASE MESSAGE ME BEFORE PLACING AN ORDER! ️

Stop doing repetitive computer tasks by hand. If you spend hours copying, pasting, cleaning spreadsheets, or renaming files, I will build a custom Python script to do it in seconds.
I specialise in predictable, logic-based automations that run directly on your machine. You do not need to be a programmer. Every delivery includes a custom, step-by-step ""ReadMe"" guide showing you exactly how to run your new tool.

What I Can Automate For You:

Data Extraction: Pull keywords, paragraphs, or data from Word, PDF, PPTX, or text files.
Spreadsheet Cleaning: Format messy CSV/Excel files, remove duplicates, or apply logic.
File Management: Bulk rename, organise, or move thousands of files based on your rules.
Basic API Pulls: Fetch structured web data and save it cleanly to Excel.

What I DO NOT Do:

Complex web scraping (bypassing captchas, private logins).
Building full-stack web applications or GUIs.

My Promise: Clean code, clear instructions, and a script that actually works. Let's get your time back!
Programming language
Python
Expertise
Debugging
Databases
Testing procedures","From
Uzbekistan
Member since
Nov 2023
Avg. response time
1 hour
Last delivery
5 days
Languages
English, Uzbek, Russian, Italian
Multilingual expert: native Uzbek and Russian speaker, English (IELTS 8.0/C1), Italian (C1). Law student with think-tank and human rights organisation experience. I offer Uzbek↔English, Uzbek↔Russian, and Italian↔English translations with cultural and contextual accuracy and natural tone."
19,19,19,78,4.9,Scrape Basic Service,includes scraping from one source,Basic,100,3,1,"1 source scraped
100 pages scraped
Formatting & clean up",I will provide professional web scraping services using python,"Do you need data from a website extracted quickly and accurately? Im here to help with my expertise in Python web scraping!

With several years of experience and multiple completed projects, I can provide efficient, clean, and structured data scraping for any website. Whether you need product data, contact lists, or any other type of information, I can deliver results tailored to your needs.

What I offer:

Web scraping for all types of websites (e-commerce, directories, news, etc.)
Data extraction delivered in your preferred format (CSV, Excel, JSON)
Scraping using Python with BeautifulSoup, Selenium, and Scrapy
Handling of dynamic content and JavaScript-heavy websites
 
What I need from you:

The URL(s) of the websites/pages you need scraped
Specific data fields you want extracted
Desired output format (CSV, Excel, JSON, etc.)

Why choose me?

Extensive experience with Python and web scraping tools
Proven track record with completed scraping projects (available on request)
Fast, reliable delivery
Clear communication to ensure you get exactly what you need

In addition to packages, I also offer customized solutions tailored to your specific web scraping needs. Just ask!","Hi there! I’m Ben, a skilled Python developer with years of experience delivering high-quality solutions. From automation and data analysis to web scraping and custom scripts, I provide efficient, tailored results to meet your needs.  Let’s bring your ideas to life with Python! Message me with your requirements, and I’ll be happy to help."
19,19,19,78,4.9,Scrape Standard Service,includes scraping from up to 3 sources,Standard,150,5,2,"3 sources scraped
400 pages scraped
Formatting & clean up",I will provide professional web scraping services using python,"Do you need data from a website extracted quickly and accurately? Im here to help with my expertise in Python web scraping!

With several years of experience and multiple completed projects, I can provide efficient, clean, and structured data scraping for any website. Whether you need product data, contact lists, or any other type of information, I can deliver results tailored to your needs.

What I offer:

Web scraping for all types of websites (e-commerce, directories, news, etc.)
Data extraction delivered in your preferred format (CSV, Excel, JSON)
Scraping using Python with BeautifulSoup, Selenium, and Scrapy
Handling of dynamic content and JavaScript-heavy websites
 
What I need from you:

The URL(s) of the websites/pages you need scraped
Specific data fields you want extracted
Desired output format (CSV, Excel, JSON, etc.)

Why choose me?

Extensive experience with Python and web scraping tools
Proven track record with completed scraping projects (available on request)
Fast, reliable delivery
Clear communication to ensure you get exactly what you need

In addition to packages, I also offer customized solutions tailored to your specific web scraping needs. Just ask!","Hi there! I’m Ben, a skilled Python developer with years of experience delivering high-quality solutions. From automation and data analysis to web scraping and custom scripts, I provide efficient, tailored results to meet your needs.  Let’s bring your ideas to life with Python! Message me with your requirements, and I’ll be happy to help."
19,19,19,78,4.9,Scrape Premium Service,includes scraping from up to 10 sources,Premium,200,7,3,"10 sources scraped
1,000 pages scraped
Formatting & clean up",I will provide professional web scraping services using python,"Do you need data from a website extracted quickly and accurately? Im here to help with my expertise in Python web scraping!

With several years of experience and multiple completed projects, I can provide efficient, clean, and structured data scraping for any website. Whether you need product data, contact lists, or any other type of information, I can deliver results tailored to your needs.

What I offer:

Web scraping for all types of websites (e-commerce, directories, news, etc.)
Data extraction delivered in your preferred format (CSV, Excel, JSON)
Scraping using Python with BeautifulSoup, Selenium, and Scrapy
Handling of dynamic content and JavaScript-heavy websites
 
What I need from you:

The URL(s) of the websites/pages you need scraped
Specific data fields you want extracted
Desired output format (CSV, Excel, JSON, etc.)

Why choose me?

Extensive experience with Python and web scraping tools
Proven track record with completed scraping projects (available on request)
Fast, reliable delivery
Clear communication to ensure you get exactly what you need

In addition to packages, I also offer customized solutions tailored to your specific web scraping needs. Just ask!","Hi there! I’m Ben, a skilled Python developer with years of experience delivering high-quality solutions. From automation and data analysis to web scraping and custom scripts, I provide efficient, tailored results to meet your needs.  Let’s bring your ideas to life with Python! Message me with your requirements, and I’ll be happy to help."
20,20,20,2,5.0,Basic Package,Simple data cleaning & visualization in Excel or Power BI,Basic,5,1,0,"Problem Definition
Insights summary
Visualize results
Executive summary","I will clean, analyze, and visualize data using excel, python, sql","Are you struggling with messy datasets, unclear trends, or complex data analysis? Im here to help! As a Data Analyst with expertise in Excel, Power BI, Google Looker and SQL, I specialize in data cleaning, visualization, and insightful reporting to empower your business decisions.

What I Offer
Data Cleaning & Formatting
Data Analysis & Insights
Data Visualization
Power BI Dashboards
Google Looker Studio
SQL Query Optimization
Forecasting & Predictive Analysis
Automated Reports

Why Choose Me?
Certified Data Analyst with experience in business intelligence & analytics
Expertise in Excel, Power BI, Google Looker Studio, SQL, and Google BigQuery
Fast & Reliable Service
100% Client Satisfaction

How It Works
Message Me
Data Submission
Analysis & Visualization
Review & Delivery","Data Analyst, Power BI, SQL, Python, Predictive, Real Time Dashboard
Certified Data Analyst skilled in Power BI, Google Looker Studio, Python, and SQL. I design real-time dashboards, automate reports from Facebook Ads, Google Ads, TikTok, and Shopify, and build predictive models using BigQuery, Kafka, and Cassandra. Let’s turn your data into smart, real-time insights
Read Less
Dashboard design
SQL
Data analysis
Power BI
Data extraction
Problem solving
SQL Database
SQL queries
Python
Microsoft Excel
Google API
Machine learning
Data mining
Big data
R
Data reporting
"
20,20,20,2,5.0,Standard Package,Advanced Data Insights & Visualization,Standard,20,3,0,"Problem Definition
Insights summary
Visualize results
Executive summary","I will clean, analyze, and visualize data using excel, python, sql","Are you struggling with messy datasets, unclear trends, or complex data analysis? Im here to help! As a Data Analyst with expertise in Excel, Power BI, Google Looker and SQL, I specialize in data cleaning, visualization, and insightful reporting to empower your business decisions.

What I Offer
Data Cleaning & Formatting
Data Analysis & Insights
Data Visualization
Power BI Dashboards
Google Looker Studio
SQL Query Optimization
Forecasting & Predictive Analysis
Automated Reports

Why Choose Me?
Certified Data Analyst with experience in business intelligence & analytics
Expertise in Excel, Power BI, Google Looker Studio, SQL, and Google BigQuery
Fast & Reliable Service
100% Client Satisfaction

How It Works
Message Me
Data Submission
Analysis & Visualization
Review & Delivery","Data Analyst, Power BI, SQL, Python, Predictive, Real Time Dashboard
Certified Data Analyst skilled in Power BI, Google Looker Studio, Python, and SQL. I design real-time dashboards, automate reports from Facebook Ads, Google Ads, TikTok, and Shopify, and build predictive models using BigQuery, Kafka, and Cassandra. Let’s turn your data into smart, real-time insights
Read Less
Dashboard design
SQL
Data analysis
Power BI
Data extraction
Problem solving
SQL Database
SQL queries
Python
Microsoft Excel
Google API
Machine learning
Data mining
Big data
R
Data reporting
"
20,20,20,2,5.0,Premium Package,Complete Data Analytics & Business Intelligence,Premium,100,5,0,"Problem Definition
Insights summary
Visualize results
Executive summary","I will clean, analyze, and visualize data using excel, python, sql","Are you struggling with messy datasets, unclear trends, or complex data analysis? Im here to help! As a Data Analyst with expertise in Excel, Power BI, Google Looker and SQL, I specialize in data cleaning, visualization, and insightful reporting to empower your business decisions.

What I Offer
Data Cleaning & Formatting
Data Analysis & Insights
Data Visualization
Power BI Dashboards
Google Looker Studio
SQL Query Optimization
Forecasting & Predictive Analysis
Automated Reports

Why Choose Me?
Certified Data Analyst with experience in business intelligence & analytics
Expertise in Excel, Power BI, Google Looker Studio, SQL, and Google BigQuery
Fast & Reliable Service
100% Client Satisfaction

How It Works
Message Me
Data Submission
Analysis & Visualization
Review & Delivery","Data Analyst, Power BI, SQL, Python, Predictive, Real Time Dashboard
Certified Data Analyst skilled in Power BI, Google Looker Studio, Python, and SQL. I design real-time dashboards, automate reports from Facebook Ads, Google Ads, TikTok, and Shopify, and build predictive models using BigQuery, Kafka, and Cassandra. Let’s turn your data into smart, real-time insights
Read Less
Dashboard design
SQL
Data analysis
Power BI
Data extraction
Problem solving
SQL Database
SQL queries
Python
Microsoft Excel
Google API
Machine learning
Data mining
Big data
R
Data reporting
"
21,21,21,160,4.9,Data Cleaning,"Clean UPTO 3MB Data File into csv, json or xml",Basic,10,1,unlimited,"Data source connectivity
API integration
Formatting & clean up
Source code","I will automate your excel, csv, xml, json data tasks using python","Support via Zoom is available if needed.
Please contact me before placing an order to discuss your requirements.

I can help you clean, transform, and convert data using Python. Whether you have raw, messy, or unstructured data, I can extract valuable information and organize it into Excel, CSV, JSON, XML, SQL/NoSQL databases, and other formats.

Services include data cleaning, data transformation, data conversion, API integration, SQL queries, and workflow automation to save time and improve accuracy.
","Cloud DevOps Engineer AWS, Docker, Kubernetes CICD Python Automation
DevOps & Cloud Automation Engineer with 7+ years of experience building scalable, secure cloud systems. I specialize in AWS (Lambda, EC2, S3, RDS, API Gateway, Cognito), CI/CD automation, Infrastructure as Code (Terraform, CloudFormation), and containerized deployments using Docker & Kubernetes (EKS). I also develop Python backend solutions with Flask, FastAPI, and Django for APIs and automation. I help businesses deploy reliable cloud infrastructure, automate workflows, and build cost-efficient serverless architectures that scale.
Read Less
ai development
Django rest framework
Python Django
Django
Python Flask
Spring Data
Spring Boot
Oracle Cloud
IBM Cloud
Grafana
Kubernetes
DevOps
Selenium automation
Excel automation
Data processing
Python automation
Data scraping
Web scraping
Python
Bash scripting
Web automation
XML
JSON
CSV
Excel
HTML
Data engineering
AWS EC2
AWS Lambda
Docker
Java
AWS
GitHub
Task automation
Process automation
Software automation
SMS automation
Data extraction
Web crawling
Email scraping
Scripting"
21,21,21,160,4.9,Data Cleaning & Transformation,Help you to extract the useful information from your raw data files and store them into clean csv,Standard,50,3,unlimited,"Data source connectivity
API integration
Formatting & clean up
Source code","I will automate your excel, csv, xml, json data tasks using python","Support via Zoom is available if needed.
Please contact me before placing an order to discuss your requirements.

I can help you clean, transform, and convert data using Python. Whether you have raw, messy, or unstructured data, I can extract valuable information and organize it into Excel, CSV, JSON, XML, SQL/NoSQL databases, and other formats.

Services include data cleaning, data transformation, data conversion, API integration, SQL queries, and workflow automation to save time and improve accuracy.
","Cloud DevOps Engineer AWS, Docker, Kubernetes CICD Python Automation
DevOps & Cloud Automation Engineer with 7+ years of experience building scalable, secure cloud systems. I specialize in AWS (Lambda, EC2, S3, RDS, API Gateway, Cognito), CI/CD automation, Infrastructure as Code (Terraform, CloudFormation), and containerized deployments using Docker & Kubernetes (EKS). I also develop Python backend solutions with Flask, FastAPI, and Django for APIs and automation. I help businesses deploy reliable cloud infrastructure, automate workflows, and build cost-efficient serverless architectures that scale.
Read Less
ai development
Django rest framework
Python Django
Django
Python Flask
Spring Data
Spring Boot
Oracle Cloud
IBM Cloud
Grafana
Kubernetes
DevOps
Selenium automation
Excel automation
Data processing
Python automation
Data scraping
Web scraping
Python
Bash scripting
Web automation
XML
JSON
CSV
Excel
HTML
Data engineering
AWS EC2
AWS Lambda
Docker
Java
AWS
GitHub
Task automation
Process automation
Software automation
SMS automation
Data extraction
Web crawling
Email scraping
Scripting"
21,21,21,160,4.9,Python Tool to clean Bulk Data,"Custom python tool that will help you to clean, process and transform your data in bulk",Premium,300,7,unlimited,"Data source connectivity
API integration
Formatting & clean up
Source code","I will automate your excel, csv, xml, json data tasks using python","Support via Zoom is available if needed.
Please contact me before placing an order to discuss your requirements.

I can help you clean, transform, and convert data using Python. Whether you have raw, messy, or unstructured data, I can extract valuable information and organize it into Excel, CSV, JSON, XML, SQL/NoSQL databases, and other formats.

Services include data cleaning, data transformation, data conversion, API integration, SQL queries, and workflow automation to save time and improve accuracy.
","Cloud DevOps Engineer AWS, Docker, Kubernetes CICD Python Automation
DevOps & Cloud Automation Engineer with 7+ years of experience building scalable, secure cloud systems. I specialize in AWS (Lambda, EC2, S3, RDS, API Gateway, Cognito), CI/CD automation, Infrastructure as Code (Terraform, CloudFormation), and containerized deployments using Docker & Kubernetes (EKS). I also develop Python backend solutions with Flask, FastAPI, and Django for APIs and automation. I help businesses deploy reliable cloud infrastructure, automate workflows, and build cost-efficient serverless architectures that scale.
Read Less
ai development
Django rest framework
Python Django
Django
Python Flask
Spring Data
Spring Boot
Oracle Cloud
IBM Cloud
Grafana
Kubernetes
DevOps
Selenium automation
Excel automation
Data processing
Python automation
Data scraping
Web scraping
Python
Bash scripting
Web automation
XML
JSON
CSV
Excel
HTML
Data engineering
AWS EC2
AWS Lambda
Docker
Java
AWS
GitHub
Task automation
Process automation
Software automation
SMS automation
Data extraction
Web crawling
Email scraping
Scripting"
22,22,22,12,4.9,Starter Automation Package,"Simple Automation• Consistent Formula and Design EX: Simple Budgets, Data Manipulation",Basic,5,2,1,"1 formula
1 macro
1 button/form
Model documentation
Source code","I will automate your office tools, python vba excel expert","I help businesses analyze data, build pivot tables, and automate Excel/Office tasks to save time and eliminate manual work.
As an Excel & Microsoft Office Automation expert, I create robust solutions with Pivot Tables, Pivot Queries, VBA, and Macros to help you manage and visualize data efficiently.

Key Project Examples
Dynamic Pivot Dashboards Designed Excel workbooks with automated pivot tables and slicers for KPI insights.
Advanced Excel VBA Tools Created macros to clean, transform, and merge complex datasets.
Automated Office Reports Built VBA scripts to generate Word or PowerPoint reports.
Data Integration & Analysis Connected Excel to databases/APIs for real-time updates and automated pivot refresh.
Services
Create advanced Pivot Tables and dynamic dashboards
Build custom Excel Macros & VBA scripts for automation
Design pivot queries to summarize and filter large datasets
Automate Word, PowerPoint, and Excel reporting workflows
Extract and transform data from APIs, SQL, or raw files
Tools: Excel, VBA, SQL, Python (pandas, openpyxl, pptx), Power BI
LinkedIn : https://www.linkedin.com/in/aymen-hannani/
Message me to discuss your Excel or Office automation needs today!","I specialize in Document, Excel, and PowerPoint Automation. With experience in the banking industry, I excel in meeting deadlines and maintaining rigor. I work with Python and Excel extensively, completing numerous automation projects for financial products. I also offer assistance in automating personal finance and lifestyle through templates and tools I have developed. Let's discuss further to provide a clear overview of the possibilities.
Read Less
Python
Python automation
Excel
Excel automation
Excel dashboard
Excel macros
Microsoft Office
VBA
Project management
Financial planning
Canva"
22,22,22,12,4.9,Advanced Office Automation,"Advanced Automation• Few Sheets/Pages• Ex : Transaction, Insight ,Budget, Pivot Table,performance",Standard,25,3,2,"5 formulas
3 macros
3 buttons/forms
Model documentation
Source code","I will automate your office tools, python vba excel expert","I help businesses analyze data, build pivot tables, and automate Excel/Office tasks to save time and eliminate manual work.
As an Excel & Microsoft Office Automation expert, I create robust solutions with Pivot Tables, Pivot Queries, VBA, and Macros to help you manage and visualize data efficiently.

Key Project Examples
Dynamic Pivot Dashboards Designed Excel workbooks with automated pivot tables and slicers for KPI insights.
Advanced Excel VBA Tools Created macros to clean, transform, and merge complex datasets.
Automated Office Reports Built VBA scripts to generate Word or PowerPoint reports.
Data Integration & Analysis Connected Excel to databases/APIs for real-time updates and automated pivot refresh.
Services
Create advanced Pivot Tables and dynamic dashboards
Build custom Excel Macros & VBA scripts for automation
Design pivot queries to summarize and filter large datasets
Automate Word, PowerPoint, and Excel reporting workflows
Extract and transform data from APIs, SQL, or raw files
Tools: Excel, VBA, SQL, Python (pandas, openpyxl, pptx), Power BI
LinkedIn : https://www.linkedin.com/in/aymen-hannani/
Message me to discuss your Excel or Office automation needs today!","I specialize in Document, Excel, and PowerPoint Automation. With experience in the banking industry, I excel in meeting deadlines and maintaining rigor. I work with Python and Excel extensively, completing numerous automation projects for financial products. I also offer assistance in automating personal finance and lifestyle through templates and tools I have developed. Let's discuss further to provide a clear overview of the possibilities.
Read Less
Python
Python automation
Excel
Excel automation
Excel dashboard
Excel macros
Microsoft Office
VBA
Project management
Financial planning
Canva"
22,22,22,12,4.9,Complex Automation,"Customized Automation with external Data •Ex : Inventory, Budget & Planning, Quote Tracking",Premium,50,5,3,"10 formulas
10 macros
10 buttons/forms
Model documentation
Source code","I will automate your office tools, python vba excel expert","I help businesses analyze data, build pivot tables, and automate Excel/Office tasks to save time and eliminate manual work.
As an Excel & Microsoft Office Automation expert, I create robust solutions with Pivot Tables, Pivot Queries, VBA, and Macros to help you manage and visualize data efficiently.

Key Project Examples
Dynamic Pivot Dashboards Designed Excel workbooks with automated pivot tables and slicers for KPI insights.
Advanced Excel VBA Tools Created macros to clean, transform, and merge complex datasets.
Automated Office Reports Built VBA scripts to generate Word or PowerPoint reports.
Data Integration & Analysis Connected Excel to databases/APIs for real-time updates and automated pivot refresh.
Services
Create advanced Pivot Tables and dynamic dashboards
Build custom Excel Macros & VBA scripts for automation
Design pivot queries to summarize and filter large datasets
Automate Word, PowerPoint, and Excel reporting workflows
Extract and transform data from APIs, SQL, or raw files
Tools: Excel, VBA, SQL, Python (pandas, openpyxl, pptx), Power BI
LinkedIn : https://www.linkedin.com/in/aymen-hannani/
Message me to discuss your Excel or Office automation needs today!","I specialize in Document, Excel, and PowerPoint Automation. With experience in the banking industry, I excel in meeting deadlines and maintaining rigor. I work with Python and Excel extensively, completing numerous automation projects for financial products. I also offer assistance in automating personal finance and lifestyle through templates and tools I have developed. Let's discuss further to provide a clear overview of the possibilities.
Read Less
Python
Python automation
Excel
Excel automation
Excel dashboard
Excel macros
Microsoft Office
VBA
Project management
Financial planning
Canva"
23,23,23,3,4.7,Basic,I will do data scrapping and cleaning using python,Basic,25,1,2,None specified,"I will clean, format and automate excel data using python","I help businesses clean, format, and structure messy data using Python automation.
If your Excel, CSV, or dataset is unorganized, inconsistent, or difficult to use, I can transform it into a clean, structured, and analysis-ready format.
What I offer:
Data cleaning and formatting (Excel / CSV)
Removing duplicates and fixing inconsistencies
Data transformation and structuring
Excel automation using Python
Bulk data processing
Tools & Technologies:
Python, Pandas, Excel automation
I focus on accuracy, efficiency, and scalable solutions that save hours of manual work.
For larger datasets or custom automation requirements, please contact me before placing an order.
You can also share a sample file for better understanding.","Python Automation Developer OCR and PDF Data Extraction Expert
I help businesses automate repetitive tasks and transform unstructured data into valuable insights using Python. My expertise includes OCR-based data extraction, PDF to Excel automation, web scraping, workflow automation, and desktop application development. I work with Python, Pandas, OpenCV, Tesseract OCR, PyMuPDF, and Regex to build reliable and scalable solutions. Whether you need custom automation scripts, data extraction, Excel automation, or desktop applications, I deliver accurate results that save time, reduce manual work, and improve productivity.
Read Less
Python automation
Python
PDF to Excel
Data extraction
Excel automation
OpenCV
Web scraping
PDF conversion
Python Flask
Desktop applications development
Application improvements
Data processing automations
Data mining
Selenium automation"
23,23,23,3,4.7,Standard,I will do data scrapping and cleaning using python,Standard,150,3,6,None specified,"I will clean, format and automate excel data using python","I help businesses clean, format, and structure messy data using Python automation.
If your Excel, CSV, or dataset is unorganized, inconsistent, or difficult to use, I can transform it into a clean, structured, and analysis-ready format.
What I offer:
Data cleaning and formatting (Excel / CSV)
Removing duplicates and fixing inconsistencies
Data transformation and structuring
Excel automation using Python
Bulk data processing
Tools & Technologies:
Python, Pandas, Excel automation
I focus on accuracy, efficiency, and scalable solutions that save hours of manual work.
For larger datasets or custom automation requirements, please contact me before placing an order.
You can also share a sample file for better understanding.","Python Automation Developer OCR and PDF Data Extraction Expert
I help businesses automate repetitive tasks and transform unstructured data into valuable insights using Python. My expertise includes OCR-based data extraction, PDF to Excel automation, web scraping, workflow automation, and desktop application development. I work with Python, Pandas, OpenCV, Tesseract OCR, PyMuPDF, and Regex to build reliable and scalable solutions. Whether you need custom automation scripts, data extraction, Excel automation, or desktop applications, I deliver accurate results that save time, reduce manual work, and improve productivity.
Read Less
Python automation
Python
PDF to Excel
Data extraction
Excel automation
OpenCV
Web scraping
PDF conversion
Python Flask
Desktop applications development
Application improvements
Data processing automations
Data mining
Selenium automation"
23,23,23,3,4.7,Premium,I will do data scrapping and cleaning using python,Premium,400,7,unlimited,na/,"I will clean, format and automate excel data using python","I help businesses clean, format, and structure messy data using Python automation.
If your Excel, CSV, or dataset is unorganized, inconsistent, or difficult to use, I can transform it into a clean, structured, and analysis-ready format.
What I offer:
Data cleaning and formatting (Excel / CSV)
Removing duplicates and fixing inconsistencies
Data transformation and structuring
Excel automation using Python
Bulk data processing
Tools & Technologies:
Python, Pandas, Excel automation
I focus on accuracy, efficiency, and scalable solutions that save hours of manual work.
For larger datasets or custom automation requirements, please contact me before placing an order.
You can also share a sample file for better understanding.","Python Automation Developer OCR and PDF Data Extraction Expert
I help businesses automate repetitive tasks and transform unstructured data into valuable insights using Python. My expertise includes OCR-based data extraction, PDF to Excel automation, web scraping, workflow automation, and desktop application development. I work with Python, Pandas, OpenCV, Tesseract OCR, PyMuPDF, and Regex to build reliable and scalable solutions. Whether you need custom automation scripts, data extraction, Excel automation, or desktop applications, I deliver accurate results that save time, reduce manual work, and improve productivity.
Read Less
Python automation
Python
PDF to Excel
Data extraction
Excel automation
OpenCV
Web scraping
PDF conversion
Python Flask
Desktop applications development
Application improvements
Data processing automations
Data mining
Selenium automation"
24,24,24,116,4.9,Basic,Send me a message to get quote according to your requirements,Basic,50,3,1,Functional database,"I will design and optimize your database, sql queries, and erds","--> PLEASE MESSAGE ME BEFORE ORDERING, THANKS !
--> PLEASE DO NOT REACH OUT FOR ANY ACADEMIC WORK, ONLY PROFESSIONAL JOBS!

Are you struggling with a messy database, slow queries, or a design you need built from scratch? You're in the right place.

I'm a Full Stack Engineer with 5+ years of experience and 200+ completed projects on Fiverr, specializing in database design and SQL development for production-grade applications.

What I can do for you:
Database design from scratch (normalized schemas, relationships)
Entity Relationship Diagrams (ERDs)
Complex SQL queries, stored procedures, views, and triggers
Query optimization and performance tuning
MySQL, PostgreSQL, Oracle, SQLite support
Database migration and restructuring
Data modeling for web and mobile applications

Why clients choose me:
5 stars across 100+ reviews
Average response time under 1 hour
30%+ repeat client rate

I've built databases for pharmacy analytics platforms, HR management systems, retail operations tools, and fintech applications complex, real-world systems with serious data requirements.

Message me before ordering if you're unsure which package fits I'll make sure we scope it correctly. Thanks!","Full Stack Engineer, 5+ years experience. Lead Engineer on two Antler-funded startups. 160+ Fiverr projects and numerous 5-star reviews. I build across the full stack, React, Next.js, Node.js, NestJS, PostgreSQL, MySQL, Firebase, AWS, delivering fast, secure, and maintainable solutions. Web apps, REST APIs, database design, or mobile apps, I deliver production-quality work on time with clear communication throughout. Let's build something great.
Read Less
MySQL
PostgreSQL
Oracle
React
Node-RED
JavaScript
Rest API
TypeScript
Full stack web development
AWS"
25,25,25,226,5.0,Simple 1 Pager,"1-2 Charts, simple calculations",Basic,100,2,2,"Data source connectivity
Web embedding
Interactive/animated visuals",I will do data analytics visualization power bi big query sql looker dashboard ai ml,"You got data??

Are you a business owner, or a decision-maker? Are you struggling to manage your business data efficiently? If the answer is yes, then I'm here to help.

My name is Nitin Rungta, and I'm a seasoned financial planning and analysis expert with over 7 years of experience at top firms like Deloitte, Honeywell, and Genpact.

With a Master's degree from the University of Nottingham, and certifications like CFA Level 2 and FRM P1 cleared, I have the expertise to handle any financial challenge your business may face.

I have mastered tools like Power BI, Tableau, Looker Studio, and hold certificates from Microsoft itself.

From Excel and Google Sheets to SQL Server, I can handle any type of data you throw my way. I'll provide you with real-time tracking of your business data, automated reports, and top-actionable KPIs to track and run your business on autopilot.

I'm Nitin Rungta - Your partner in data consultancy.

Note- After placing the order, if needed, you can request my email for team collaboration of better managing your data.

Please contact me now and get your first taste of dashboards.

Tools
Power BI
Chart type
Comparison
Concept
Distribution
Hierarchy
Location
Movement
Overtime","Nitin Rungta is part of the Fiverr Pro catalog and has been hand-picked by a dedicated Fiverr Pro team for their skills and expertise.

Vetted for

Data Analytics
Data Processing
Data Visualization
From
India
Member since
Mar 2019
Avg. response time
1 hour
Last delivery
1 day
Languages
English
Money Back Guarantee. 24x7 available for you 7+ years of experience in Financial Planning of organizations, such as Deloitte and Honeywell.  I offer Money-back guarantee.  My Motive is to make my customer happy without adding additional charges.  Are you looking for a Responsible, Fast, Organized, and completely Reliable and efficient Freelancer? I am the Right person for you.  A trusted Freelancer."
